campaign_id,ad_type,date,spend,actions
f83fdc96-d4a4-48fc-ae47-e0d45fcbf180,video,2017-03-31,324,"[{""action"": ""conversions"", ""source1"": 60}, {""source2"": 11, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 32}, {""source2"": 99, ""action"": ""conversions""}]"
c15ea15c-2eb9-43d4-a782-a1d3f49acf78,photo,2017-03-10,770,"[{""action"": ""views"", ""source1"": 7}]"
7d671c65-ffee-47f1-b6c9-855b7d4adff4,photo,2017-02-13,50,"[{""action"": ""views"", ""source1"": 40}, {""source2"": 87, ""action"": ""conversions""}, {""source2"": 59, ""action"": ""views""}, {""source2"": 37, ""action"": ""views""}]"
064180ab-f445-408e-8d8c-276f1c695832,video,2017-04-05,28,"[{""action"": ""views"", ""source1"": 89}, {""action"": ""conversions"", ""source1"": 43}, {""source2"": 87, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 8}]"
36cc0c50-ec02-46da-94d2-f947e0b8e993,photo,2017-03-23,0,"[{""action"": ""conversions"", ""source1"": 60}, {""action"": ""conversions"", ""source1"": 41}]"
2b58a944-4102-4f46-94ad-e4303c1ce52e,video,2017-04-05,939,"[{""source2"": 80, ""action"": ""conversions""}, {""source2"": 90, ""action"": ""conversions""}]"
c26e11ac-226b-4e7f-ab3e-680c899de3aa,video,2017-05-19,109,"[{""action"": ""conversions"", ""source1"": 57}, {""source2"": 68, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 32}, {""source2"": 69, ""action"": ""conversions""}]"
a1492fde-74b7-4efe-9f25-2d1e53d15a19,photo,2017-02-17,407,"[{""action"": ""views"", ""source1"": 4}, {""action"": ""conversions"", ""source1"": 47}]"
077e9a81-81fa-4aac-8aa0-84e684f07ea6,photo,2017-03-26,611,"[{""source2"": 36, ""action"": ""views""}]"
e1c8c82d-21b6-4a4b-8481-7cce76cc9426,photo,2017-04-23,851,"[{""action"": ""conversions"", ""source1"": 41}, {""action"": ""views"", ""source1"": 61}]"
9ce53a7f-8415-451f-be57-c16c8a515e89,video,2017-04-12,703,[]
466682cc-8250-49ba-97cf-135d466fb28b,photo,2017-03-25,212,[]
550c7bf3-a1fb-4987-bc47-7214cf3f5971,video,2017-04-17,701,"[{""source2"": 57, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 46}]"
c0f6b262-2027-4d56-84c6-e21502cdc932,video,2017-03-24,21,"[{""source2"": 54, ""action"": ""views""}, {""source2"": 53, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 72}, {""source2"": 45, ""action"": ""conversions""}]"
977bfe15-a737-41e7-bd75-2a27f164d46d,video,2017-02-12,0,"[{""action"": ""conversions"", ""source1"": 72}, {""action"": ""conversions"", ""source1"": 36}, {""source2"": 23, ""action"": ""views""}]"
67181a8f-2c83-469b-b1f6-a47faa9e7a8b,photo,2017-04-26,49,"[{""source2"": 57, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 31}]"
2f0f935b-c5bc-4234-959f-8fae59af78a2,video,2017-03-26,256,[]
005cd0de-8734-4870-97c8-1ecd5c1f7025,photo,2017-03-09,72,"[{""source2"": 77, ""action"": ""conversions""}]"
2a0a53d2-9904-4207-8b20-18b6fe5abafd,photo,2017-02-13,64,"[{""action"": ""conversions"", ""source1"": 74}, {""source2"": 52, ""action"": ""conversions""}, {""source2"": 71, ""action"": ""views""}]"
00a898e7-785c-4116-ae92-73af13213213,photo,2017-03-26,17,"[{""source2"": 48, ""action"": ""conversions""}, {""source2"": 11, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 5}, {""source2"": 32, ""action"": ""conversions""}]"
0e864781-c096-4838-aafc-8d9696e26416,video,2017-03-17,852,[]
44358b47-841b-4fe1-873a-5da86f7eba59,photo,2017-02-13,607,"[{""source2"": 48, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 62}]"
9fed81b9-96f9-44ac-b1f8-236064757be9,video,2017-04-29,210,[]
b321e4d7-04ed-48d1-bd96-fe26d7177388,video,2017-02-10,256,"[{""source2"": 29, ""action"": ""views""}, {""source2"": 91, ""action"": ""views""}, {""source2"": 57, ""action"": ""views""}, {""source2"": 66, ""action"": ""views""}]"
4cc341fa-4ad7-47e2-85a0-07a319a28b7e,video,2017-04-29,0,"[{""action"": ""views"", ""source1"": 95}, {""source2"": 72, ""action"": ""conversions""}]"
50778784-7994-4fcd-b360-e4d246b89644,photo,2017-03-15,188,[]
db5c674d-4332-436a-8963-fed309c091b7,photo,2017-02-13,264,"[{""action"": ""views"", ""source1"": 96}, {""action"": ""conversions"", ""source1"": 44}, {""source2"": 22, ""action"": ""views""}]"
05103663-2ee1-4b69-8246-6fd92546e798,video,2017-03-14,382,"[{""action"": ""views"", ""source1"": 49}, {""source2"": 59, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 98}]"
15236748-901e-431c-b23b-860b3edfa431,photo,2017-02-16,171,"[{""action"": ""views"", ""source1"": 0}, {""action"": ""conversions"", ""source1"": 28}]"
29698833-2f9f-4c65-b240-87fd3c524896,photo,2017-02-25,451,"[{""action"": ""conversions"", ""source1"": 70}, {""action"": ""conversions"", ""source1"": 84}, {""action"": ""views"", ""source1"": 91}, {""action"": ""views"", ""source1"": 94}, {""source2"": 61, ""action"": ""conversions""}]"
df6783b5-21f7-4250-9119-f61b3ba7c708,photo,2017-04-21,932,"[{""source2"": 89, ""action"": ""views""}]"
67674b8c-c765-4726-847f-aefc2c2858a1,video,2017-04-25,632,"[{""action"": ""conversions"", ""source1"": 6}]"
44495d89-48c3-40af-af22-7e30659d48e9,video,2017-02-22,835,"[{""action"": ""conversions"", ""source1"": 97}, {""action"": ""conversions"", ""source1"": 21}, {""action"": ""conversions"", ""source1"": 95}, {""source2"": 13, ""action"": ""views""}]"
06455827-187c-45d4-92c7-e624c76a0526,photo,2017-04-19,749,"[{""source2"": 22, ""action"": ""conversions""}, {""source2"": 38, ""action"": ""views""}]"
1417c9f1-655c-4e60-ba51-8ec0f0f1f514,photo,2017-04-13,0,"[{""source2"": 54, ""action"": ""views""}]"
b8bc975a-0f8c-4b65-bdb3-28d16947e4c1,photo,2017-02-10,274,"[{""action"": ""conversions"", ""source1"": 50}]"
a222efaa-9b7b-4caf-b6ac-5f15902fea3e,video,2017-02-27,127,"[{""source2"": 50, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 9}, {""source2"": 31, ""action"": ""views""}]"
a70e8a54-2054-45bc-bb08-f7b8010d6e94,video,2017-03-20,941,"[{""action"": ""views"", ""source1"": 77}]"
3b98d2a1-c210-4c62-b499-1bf1320fa53c,video,2017-05-04,201,"[{""source2"": 4, ""action"": ""conversions""}]"
28c6f8b7-49b0-4f8e-a21d-02be5e29e2de,video,2017-05-03,10,[]
053b7e6d-8dc7-4ac9-97d5-089ea4bc2c04,video,2017-02-21,38,"[{""source2"": 70, ""action"": ""views""}, {""action"": ""views"", ""source1"": 41}, {""action"": ""conversions"", ""source1"": 11}, {""source2"": 9, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 89}]"
f3bf229a-259b-43be-9168-772d4fc69d01,video,2017-04-07,217,"[{""action"": ""views"", ""source1"": 13}, {""source2"": 45, ""action"": ""conversions""}, {""source2"": 7, ""action"": ""views""}, {""source2"": 1, ""action"": ""views""}, {""source2"": 70, ""action"": ""views""}]"
23fa53d0-784a-4625-a0aa-e26e24e00978,photo,2017-02-10,776,"[{""action"": ""conversions"", ""source1"": 92}, {""source2"": 69, ""action"": ""conversions""}, {""source2"": 48, ""action"": ""conversions""}]"
df41c17b-902b-4644-8f54-4ecd9a5a8d7d,photo,2017-04-25,681,"[{""source2"": 43, ""action"": ""views""}, {""source2"": 25, ""action"": ""conversions""}, {""source2"": 24, ""action"": ""views""}]"
5ff513bf-2b23-4773-bb8d-816d4aa54450,photo,2017-03-08,0,"[{""action"": ""views"", ""source1"": 23}, {""source2"": 57, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 5}, {""action"": ""views"", ""source1"": 72}]"
b2fbd25c-0551-497a-a3cb-01b761e85c5a,photo,2017-02-26,131,"[{""action"": ""conversions"", ""source1"": 57}, {""source2"": 31, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 76}, {""action"": ""conversions"", ""source1"": 63}, {""action"": ""views"", ""source1"": 17}]"
28f9d54e-5378-4da4-a42b-557da20d6bc7,photo,2017-05-16,840,[]
0b24779d-4a07-49d5-b96d-8a87b991d81b,video,2017-05-06,880,"[{""action"": ""views"", ""source1"": 91}, {""source2"": 51, ""action"": ""views""}]"
af85a226-e651-453f-b0ec-2c25ecd324e5,video,2017-03-06,855,[]
466fa851-d055-47eb-b1f0-a15dc94f6abe,video,2017-05-06,225,"[{""source2"": 56, ""action"": ""views""}, {""action"": ""views"", ""source1"": 25}, {""action"": ""views"", ""source1"": 61}, {""source2"": 56, ""action"": ""conversions""}]"
3c739e44-35eb-4950-83ab-9fe8678e83ad,video,2017-03-17,323,"[{""action"": ""views"", ""source1"": 80}, {""action"": ""conversions"", ""source1"": 22}]"
28955767-7239-4989-9df6-d66ce580b835,video,2017-03-25,422,[]
48ef9fe8-6ee1-4729-811a-66d7e81270d3,video,2017-05-10,306,[]
0b2a0ad0-2f74-4a71-a5ed-283cadda50c0,video,2017-05-01,916,[]
9b8a629a-f086-45bd-ae16-3454d192fb28,video,2017-02-19,0,"[{""action"": ""conversions"", ""source1"": 55}, {""action"": ""views"", ""source1"": 2}]"
1ad94ba7-3738-460a-979f-7b9dfe67d0f1,photo,2017-02-25,601,"[{""source2"": 87, ""action"": ""views""}]"
608fd1d5-85e4-4593-a224-9bc545945844,video,2017-05-17,180,"[{""action"": ""conversions"", ""source1"": 17}, {""source2"": 51, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 69}, {""source2"": 5, ""action"": ""conversions""}]"
89504c48-0641-40ec-8df2-001fb79ba0f3,video,2017-02-15,725,"[{""action"": ""conversions"", ""source1"": 18}]"
d8ad5d02-2bcb-458d-9c6e-db224b0e2e33,photo,2017-02-11,284,"[{""action"": ""conversions"", ""source1"": 72}, {""source2"": 24, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 97}, {""source2"": 50, ""action"": ""conversions""}, {""source2"": 27, ""action"": ""views""}]"
8e9e888b-da7d-492c-9219-aa4dfc347f02,video,2017-03-24,983,"[{""action"": ""views"", ""source1"": 65}, {""source2"": 7, ""action"": ""conversions""}]"
7750134c-e9e6-4d83-bb47-aebc7aa1c0ed,video,2017-04-29,170,"[{""source2"": 11, ""action"": ""views""}, {""source2"": 5, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 38}]"
add21881-967e-4e16-8f7a-e85b4abbbcec,video,2017-05-11,298,[]
c8f79979-782c-482a-ba35-777f0e972cac,video,2017-04-21,466,"[{""source2"": 13, ""action"": ""views""}, {""action"": ""views"", ""source1"": 10}]"
eba3d7d3-49ce-49e0-b96a-7a1428e4af94,video,2017-02-27,721,"[{""action"": ""views"", ""source1"": 61}, {""source2"": 33, ""action"": ""views""}, {""source2"": 42, ""action"": ""views""}, {""action"": ""views"", ""source1"": 55}]"
64b00c50-5e4e-432e-a5fd-026e84ebfe79,photo,2017-05-02,0,"[{""source2"": 31, ""action"": ""views""}, {""source2"": 79, ""action"": ""views""}]"
da3dea1d-74d3-49b3-9b64-8824603d32a5,video,2017-04-22,289,[]
1d270510-1382-4609-9cda-73b1416bde27,video,2017-02-21,178,"[{""action"": ""views"", ""source1"": 16}, {""source2"": 51, ""action"": ""views""}]"
deae90f9-48b0-46c7-9823-9a3fcad573e2,photo,2017-03-23,777,"[{""source2"": 43, ""action"": ""views""}]"
3decb6af-7d49-482b-bcab-c0a42d428127,photo,2017-02-15,657,[]
3fc1eb17-2217-4cb5-9695-863f64cb0aa0,photo,2017-02-24,967,"[{""source2"": 4, ""action"": ""views""}, {""source2"": 87, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 94}, {""action"": ""views"", ""source1"": 93}, {""action"": ""views"", ""source1"": 2}]"
2059ac46-2e63-45c8-88ad-3b0526e0d817,video,2017-03-23,372,"[{""action"": ""conversions"", ""source1"": 2}, {""action"": ""views"", ""source1"": 97}, {""source2"": 95, ""action"": ""views""}, {""source2"": 33, ""action"": ""views""}, {""source2"": 33, ""action"": ""conversions""}]"
c45ce21f-b130-4c87-a227-d9664b0824ae,photo,2017-02-10,737,"[{""action"": ""conversions"", ""source1"": 10}, {""source2"": 3, ""action"": ""conversions""}]"
f0481684-67c2-4162-95f1-9709e10ce33d,photo,2017-04-28,816,"[{""source2"": 27, ""action"": ""views""}, {""action"": ""views"", ""source1"": 69}, {""source2"": 87, ""action"": ""conversions""}]"
06690db1-c8b0-447b-987c-6957832db4ce,photo,2017-03-25,71,"[{""source2"": 16, ""action"": ""views""}, {""source2"": 64, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 78}, {""action"": ""views"", ""source1"": 18}, {""action"": ""conversions"", ""source1"": 89}]"
3f67ce06-988d-43fd-b588-3c0add167b6e,video,2017-04-24,0,"[{""source2"": 2, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 94}]"
c1555a1a-9255-4f95-ac45-06a48fdb15ca,video,2017-03-01,543,[]
0a9bd852-abd5-4396-a60c-4d48b106ff60,video,2017-04-21,773,"[{""source2"": 6, ""action"": ""views""}, {""action"": ""views"", ""source1"": 52}, {""action"": ""views"", ""source1"": 19}, {""source2"": 41, ""action"": ""conversions""}]"
df038661-d799-49e1-aaa4-5f1d6f061db8,photo,2017-03-04,255,"[{""source2"": 77, ""action"": ""conversions""}]"
3b98d2a1-c210-4c62-b499-1bf1320fa53c,photo,2017-02-25,359,"[{""action"": ""conversions"", ""source1"": 17}]"
64c7a147-bb33-429d-9cc3-ff926002ee8f,photo,2017-03-23,564,"[{""action"": ""views"", ""source1"": 33}, {""source2"": 15, ""action"": ""views""}]"
d05bb497-ebf8-4967-a4d1-7715a4b8759c,video,2017-03-25,835,"[{""action"": ""conversions"", ""source1"": 7}, {""source2"": 58, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 3}, {""source2"": 52, ""action"": ""views""}, {""action"": ""views"", ""source1"": 3}]"
f46844d1-97b4-4b29-8791-7a851318c99b,video,2017-04-16,659,"[{""source2"": 6, ""action"": ""conversions""}, {""source2"": 57, ""action"": ""conversions""}]"
c5f92e98-6d44-434a-8fef-41cbb189f66c,video,2017-04-08,185,"[{""action"": ""views"", ""source1"": 87}, {""source2"": 13, ""action"": ""conversions""}, {""source2"": 72, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 93}, {""source2"": 40, ""action"": ""views""}]"
ff5a8134-6de2-4090-9deb-d4c77ea344aa,photo,2017-03-03,326,"[{""source2"": 37, ""action"": ""views""}, {""source2"": 3, ""action"": ""conversions""}, {""source2"": 93, ""action"": ""conversions""}]"
338cc7d1-0142-423c-a641-a04ededf38e3,video,2017-04-03,0,"[{""action"": ""views"", ""source1"": 90}, {""action"": ""conversions"", ""source1"": 43}, {""action"": ""views"", ""source1"": 25}, {""action"": ""views"", ""source1"": 92}]"
4b56dd6c-61ad-41f7-acd8-1ec3e4a48d8f,video,2017-03-26,84,"[{""source2"": 49, ""action"": ""views""}]"
1a0cfa99-700e-4bdf-81fb-bb28ad7882b3,video,2017-04-18,854,"[{""source2"": 86, ""action"": ""views""}]"
35371f72-8d8f-4457-b716-d1b609ac9620,photo,2017-05-18,240,"[{""action"": ""conversions"", ""source1"": 94}, {""action"": ""views"", ""source1"": 76}]"
1d199cdc-f61e-41c1-82cb-24f0bc457637,video,2017-03-15,408,"[{""action"": ""views"", ""source1"": 72}, {""action"": ""views"", ""source1"": 76}, {""action"": ""conversions"", ""source1"": 67}]"
f9a2576a-cbe3-4739-9cfa-6c9f72306fd1,video,2017-04-08,740,[]
4e63510c-ab2e-4831-beeb-877307ca9213,photo,2017-03-24,959,"[{""action"": ""conversions"", ""source1"": 91}, {""source2"": 9, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 61}, {""action"": ""views"", ""source1"": 89}, {""source2"": 48, ""action"": ""conversions""}]"
cc4d8216-b1ba-4396-9a56-07da7e51848a,video,2017-02-18,143,"[{""source2"": 5, ""action"": ""views""}, {""source2"": 87, ""action"": ""views""}, {""source2"": 89, ""action"": ""views""}, {""source2"": 18, ""action"": ""conversions""}, {""source2"": 12, ""action"": ""conversions""}]"
c6ccb042-d971-4644-9c79-8324894ab960,video,2017-05-09,398,"[{""action"": ""conversions"", ""source1"": 64}]"
64ead503-6ca5-4168-9495-b30b102e3315,photo,2017-02-25,528,[]
7bffceae-8182-4350-948a-c9d5ecb47f8d,photo,2017-03-23,0,"[{""action"": ""views"", ""source1"": 76}, {""action"": ""views"", ""source1"": 20}, {""source2"": 7, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 65}, {""source2"": 40, ""action"": ""views""}]"
3e265827-6528-447f-a834-28523a5e0ba3,photo,2017-04-12,186,"[{""action"": ""conversions"", ""source1"": 0}, {""source2"": 12, ""action"": ""views""}, {""action"": ""views"", ""source1"": 97}, {""action"": ""conversions"", ""source1"": 36}, {""source2"": 3, ""action"": ""views""}]"
a28d7189-86fa-4a26-a5e3-7aba7aed2827,video,2017-03-04,394,"[{""action"": ""views"", ""source1"": 14}, {""action"": ""conversions"", ""source1"": 43}, {""source2"": 27, ""action"": ""conversions""}]"
4e63510c-ab2e-4831-beeb-877307ca9213,video,2017-04-20,772,"[{""action"": ""views"", ""source1"": 12}, {""action"": ""views"", ""source1"": 34}, {""action"": ""conversions"", ""source1"": 13}, {""source2"": 93, ""action"": ""views""}, {""action"": ""conversions"", ""source1"": 96}]"
0b24779d-4a07-49d5-b96d-8a87b991d81b,video,2017-02-19,737,"[{""action"": ""conversions"", ""source1"": 71}, {""action"": ""views"", ""source1"": 18}, {""action"": ""views"", ""source1"": 27}, {""source2"": 88, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 86}]"
d34bc2f9-836b-4eda-8dc9-a3a22e8734fb,photo,2017-05-12,914,"[{""action"": ""views"", ""source1"": 88}, {""source2"": 59, ""action"": ""conversions""}, {""action"": ""views"", ""source1"": 35}, {""action"": ""conversions"", ""source1"": 14}, {""source2"": 69, ""action"": ""views""}]"
3a1e7b2d-a1b2-4070-b4ed-00ea2003c4ce,photo,2017-05-07,780,"[{""source2"": 23, ""action"": ""conversions""}]"
77ed75c9-23ba-49c1-a5fd-2d568eca1748,photo,2017-04-30,815,"[{""source2"": 92, ""action"": ""conversions""}, {""source2"": 35, ""action"": ""conversions""}]"
42b8e52b-54e5-4d3b-9cda-af84d25b7e8d,photo,2017-05-11,71,"[{""action"": ""conversions"", ""source1"": 6}, {""action"": ""conversions"", ""source1"": 33}]"
ad488106-eaee-43d3-88c2-e9137be7e4b6,photo,2017-05-12,807,"[{""source2"": 26, ""action"": ""conversions""}, {""source2"": 98, ""action"": ""conversions""}, {""source2"": 52, ""action"": ""views""}]"
f3c4b00b-1d37-437d-b867-e4ba7cc8a0da,video,2017-02-23,0,"[{""source2"": 24, ""action"": ""conversions""}, {""action"": ""conversions"", ""source1"": 73}, {""source2"": 76, ""action"": ""views""}, {""action"": ""views"", ""source1"": 52}]"
80c64433-2bdf-4dca-9ce7-a82f771995f5,video,2017-02-18,757,"[{""action"": ""views"", ""source1"": 49}]"
fc2bbac8-8365-42f7-91e3-5d9e996d8f6d,video,2017-04-27,822,"[{""action"": ""views"", ""source1"": 66}, {""action"": ""views"", ""source1"": 10}, {""action"": ""views"", ""source1"": 92}, {""action"": ""views"", ""source1"": 68}]"
ad819912-526a-4279-9368-4f12ca6c5961,photo,2017-04-15,674,"[{""action"": ""conversions"", ""source1"": 26}, {""source2"": 61, ""action"": ""conversions""}, {""source2"": 30, ""action"": ""views""}, {""action"": ""views"", ""source1"": 79}, {""source2"": 37, ""action"": ""conversions""}]"
2df55f4e-d8cc-4eb2-99c8-d5424b3c7874,photo,2017-04-21,434,"[{""source2"": 99, ""action"": ""views""}, {""source2"": 17, ""action"": ""views""}, {""source2"": 72, ""action"": ""conversions""}]"
d1d7df00-692d-4804-bef4-0e8f1ad800c9,photo,2017-04-10,113,"[{""action"": ""views"", ""source1"": 76}]"
f1a2d6ca-2e27-4195-b363-a2e6b41cf754,photo,2017-05-12,351,"[{""action"": ""views"", ""source1"": 26}, {""source2"": 60, ""action"": ""conversions""}]"
f3c713d6-634d-42ea-8434-c6581c018c53,video,2017-04-16,730,"[{""action"": ""conversions"", ""source1"": 14}]"
ca1d3bb4-116e-4335-830b-53d1217a32dc,photo,2017-03-14,701,"[{""action"": ""conversions"", ""source1"": 36}]"
