campaign_id,audience
c6109dd9-9eb9-4910-ab38-b10fbb1af8f8,AL_green_33-38
3479676b-4027-467e-a5d2-2ca51ef9a6db,AL_green_36-41
50eacb34-6234-4ea8-aac4-e49728674e28,AL_green_39-44
54f2d5bf-508f-4f10-8c4f-f770aee5f7fd,AL_green_42-47
8f2417ff-160a-460c-934f-9231ac74b66e,AL_green_45-50
e849e695-812c-4b3e-99bb-ffc17c6b0fd9,AL_green_48-53
51901259-b6c5-481e-8955-9d51cc29d806,AL_green_51-56
20672d04-4bf0-462b-88c4-cb7c8fd16444,AL_green_54-59
a6dc6f28-2e6a-4ea4-8fbc-0a4c647e30bf,AL_green_57-62
53b17e89-3c20-41f3-9c3a-e0e9cf800083,AL_green_60-65
8f4425ea-6b17-452b-bcbf-a2bdd9b3698c,AL_green_63-68
0693131a-35c5-45af-a9a0-3d8076dd73b4,AL_black_18-23
79690a30-97ff-4bd8-8b2a-5f1db8bce5f0,AL_black_21-26
ee8ba41a-c0b8-48b7-bb7c-91d1d94e003c,AL_black_24-29
ee8eca9a-e578-4e25-9c88-abde5e5989ab,AL_black_27-32
eedd627b-0b2c-4741-aa2d-3a7bc07740be,AL_black_30-35
46969e3f-be27-4e7f-be24-a2e4de9e391b,AL_black_33-38
c021c449-8c25-4fee-b76d-c7edaf7234ed,AL_black_36-41
53166954-c5da-44c3-8d3d-41e85dce6df2,AL_black_39-44
c04be094-6503-4fc5-85de-fa355b3007be,AL_black_42-47
36982e3e-1eec-4b51-b3d2-23f33f8b8b03,AL_black_45-50
d08a1193-0d1c-4ffa-b38d-7f56081dff2b,AL_black_48-53
9deed301-e292-42bd-8f18-220b62b07bbc,AL_black_51-56
c23e7f5a-b5fd-4e2e-aed9-9142c6b67748,AL_black_54-59
819f0b3d-522f-4a06-abaa-7b2fd6d49228,AL_black_57-62
6b211827-83dd-4538-a2d1-281fcf312f76,AL_black_60-65
225f4faf-33fd-40b8-aacd-e7222be0045f,AL_black_63-68
b52e858b-81c6-4014-9e17-27cb7692c22e,AL_white_18-23
1b869d60-e172-4b5f-97dd-6634c0bc1193,AL_white_21-26
1d4347fd-4692-4a87-a344-7a3193dde035,AL_white_24-29
3ef6d90d-72fc-4d15-83c7-e91573f03538,AL_white_27-32
6ce7bd12-9a09-45c5-9db1-f2a9eafea170,AL_white_30-35
568f2739-a7cc-4b04-a697-b72bf2c857ee,AL_white_33-38
9136285f-b31c-49cd-843f-c9cb04ea7c52,AL_white_36-41
007d6a83-e534-47d6-942d-c687f3fd73da,AL_white_39-44
3af87e33-c703-48d4-a953-e4934f6d672f,AL_white_42-47
fa07a314-a20b-43a6-8482-d603302788a9,AL_white_45-50
c26e11ac-226b-4e7f-ab3e-680c899de3aa,AL_white_48-53
599fe774-b0c6-4c0c-8e56-6b003a5f9cd4,AL_white_51-56
171ffdb2-0e5d-4f27-98e7-fe98408d49e5,AL_white_54-59
954857f9-18a5-4e5a-88b9-e2c2903044e9,AL_white_57-62
7eac94e0-e64e-42a0-ba72-4784f312105d,AL_white_60-65
77962105-3210-422f-9144-f972b83dceb4,AL_white_63-68
9bdcc527-61a2-4215-98c9-0a80fcee6b18,AL_brown_18-23
2fde7a82-eae0-44bc-9764-5cc0b7a7be05,AL_brown_21-26
d8023a61-1f14-44c6-b0cf-76a88f04b894,AL_brown_24-29
74db463d-c560-4327-ba29-a2cd1dbff651,AL_brown_27-32
86b5b86f-8216-4ffd-bcdc-8b3f6ebc26a1,AL_brown_30-35
792d7b79-90e9-4838-b25b-a2b0a4bffb6f,AL_brown_33-38
184f11a7-df9c-4440-93a0-bf2efde71b69,AL_brown_36-41
c3b33fb3-ab5f-4112-96e0-f34af86e5754,AL_brown_39-44
10fe4d3b-3845-45be-b2aa-449fc8a10491,AL_brown_42-47
3d81b288-30cf-4a3b-9d9c-062bcf685c85,AL_brown_45-50
98015da3-79b0-4eda-aa2a-301158dbf35f,AL_brown_48-53
7741963a-dd61-44b7-8fb3-6372a23d83e3,AL_brown_51-56
6a45825c-fb1f-42b0-8029-5653e1518def,AL_brown_54-59
efb338ae-22d4-4d76-a5d4-b997c431b887,AL_brown_57-62
77de232e-996e-47e6-be6a-ff1e5ff2fcd0,AL_brown_60-65
57b00ee9-de69-42e9-9cef-730cb1a3fe24,AL_brown_63-68
9de73fba-37fc-48fa-afd7-c60dfa6ebcad,AL_purple_18-23
f2e80b82-5180-4814-9c26-40b9b9b595ab,AL_purple_21-26
bc79422c-0ed7-4771-bf87-f3cd73024643,AL_purple_24-29
b7a23224-6111-484b-87f9-d2e5d263cc8d,AL_purple_27-32
e20e874d-3f2e-403c-a91d-6e858a8fe8f2,AL_purple_30-35
55aadcb0-4bf5-4a54-9bb8-174559e5a732,AL_purple_33-38
bc7bf939-0ad5-4bf0-8484-3fe33d2faa32,AL_purple_36-41
3a77b0a2-1d15-424b-b28e-2a1b115a4f66,AL_purple_39-44
b2f864c8-a87b-44b7-be88-d6496cd39842,AL_purple_42-47
714629c8-e569-4ca9-8b27-8047ccea3551,AL_purple_45-50
570d9ae9-17c3-4440-8a1e-00524a49cdb8,AL_purple_48-53
1345c0d3-ed67-48a6-85c5-f6fbe7490ac3,AL_purple_51-56
87cc157b-9326-4359-b67d-b7c1f40c7fe3,AL_purple_54-59
52b1661f-f506-4350-a49e-f491b34a66c9,AL_purple_57-62
bd964787-3931-41a6-b2a6-99e1aa8a3c67,AL_purple_60-65
54eede99-23f3-4224-864f-4a7e8cd46e85,AL_purple_63-68
a4bec652-a1cf-4427-a572-f12b36fa4d87,AL_pink_18-23
29656543-7fe8-4ee0-b3c5-2022a88eaf9f,AL_pink_21-26
88a1b7b6-05b0-40bd-8bc4-301a1fbe4f16,AL_pink_24-29
f934e425-4409-44bd-a007-c1fb5faa0251,AL_pink_27-32
1948a6f3-7a6a-4793-ad83-0f55facd18bd,AL_pink_30-35
fbb41bc5-18dd-4be4-94e3-c0f2a29269a0,AL_pink_33-38
d01150a3-6b32-410a-bea4-977e8a2f8f80,AL_pink_36-41
16ce7ce2-cc67-459a-a814-690b5e9523bc,AL_pink_39-44
50913ece-acc0-49b2-898d-168e1812acb4,AL_pink_42-47
cad8b687-ee04-4321-a25a-953dcbeef43a,AL_pink_45-50
a061c7ea-97f7-4706-92b9-a6e9bd01b999,AL_pink_48-53
edb85838-b446-4501-ab2f-198f4238dd57,AL_pink_51-56
860fcb7c-ef98-47d4-aa9a-8f53c4c1a373,AL_pink_54-59
5944cabf-6dfb-4fa7-bd9b-d3328311a7c3,AL_pink_57-62
83d63fbd-671b-42b1-a587-3d55d1d45cfa,AL_pink_60-65
7e5d17a5-8cb3-45fb-b11a-422035d9973f,AL_pink_63-68
3f072cb9-69c2-42df-a01b-fe861af34da4,AL_orange_18-23
3888283a-9065-48da-8f24-a96024ebd8b4,AL_orange_21-26
22420498-1e0f-4a25-816f-c7ec78a53f5c,AL_orange_24-29
cf06c7d8-72a8-45d9-8410-272d651f7238,AL_orange_27-32
0db705dc-2a6f-4559-9f2e-0776a575ab71,AL_orange_30-35
9681392b-5eb5-4a7a-82ce-62a9eb7328f2,AL_orange_33-38
b24b14aa-c2fd-4fa4-bef8-71c201c53aaa,AL_orange_36-41
4def2ad8-2dd9-4d8c-9fb7-efcf49392ac7,AL_orange_39-44
6550c383-08f9-45c5-9e91-581c5d3e5831,AL_orange_42-47
32e2d87d-f60d-4393-bc98-23da9381b977,AL_orange_45-50
0a906735-04f2-4b7d-930c-6ee846b1c3a3,AL_orange_48-53
ff7864b3-01eb-4621-9c0d-8b5277441cd4,AL_orange_51-56
341f1ec8-6c42-4c73-b2d4-d91e4f3108b9,AL_orange_54-59
c5343f81-81b5-4571-99ef-736339fe5fec,AL_orange_57-62
4359a395-8ee5-4b3f-a2d8-3c572472a39b,AL_orange_60-65
28cab96f-e132-42e1-9325-d0596a63d995,AL_orange_63-68
6f59474d-ef49-4879-b05a-9a2a6c5a3d18,AK_red_18-23
6ccac94d-52e8-4d64-a1a5-e31dbc7ad31e,AK_red_21-26
fe0d1894-9da5-40bb-9895-186a7e76e88d,AK_red_24-29
bcacf20a-abc7-4e48-a6df-a1b1a24cf083,AK_red_27-32
d93403dc-98d6-427d-8c65-0042bfd74ad3,AK_red_30-35
ab4937d0-e98f-47b1-a9d0-a73f1dab7f63,AK_red_33-38
c90be5be-893c-43cf-95f4-75c9844f5fff,AK_red_36-41
3f347ec5-0695-4196-a20c-08cb05e9783f,AK_red_39-44
7ed16424-4aae-498a-bbeb-3a102d3fa42b,AK_red_42-47
70b1db38-249c-43a6-bc9a-9d2786fa2774,AK_red_45-50
0a858a34-5aca-4458-95a2-b1c876b6f90f,AK_red_48-53
0df75205-9b39-47ca-a913-7c7d2bfd734c,AK_red_51-56
5847a98d-0f29-4ba7-9c10-7a315d93dc06,AK_red_54-59
534a68d7-8bd0-4076-981c-7407092a2512,AK_red_57-62
d72c62b6-e15e-44a3-a2f8-6300b4e3641d,AK_red_60-65
485b718c-7c31-4deb-8c09-21319014bfde,AK_red_63-68
97420cab-4708-4fcb-9c20-5ed36bcf96f3,AK_blue_18-23
b260964d-b9f9-4df5-9705-55f133f1712a,AK_blue_21-26
49bfb722-489c-49e3-92ec-7a8899a920fc,AK_blue_24-29
8a78eab6-c69c-46c2-aa21-79232d4bb086,AK_blue_27-32
aa35c21d-9136-4203-83b2-6f48881883ea,AK_blue_30-35
d9430129-61a8-423e-aa93-1b84c7b4462a,AK_blue_33-38
9e5f561e-db6c-4a49-9659-9429c72301ea,AK_blue_36-41
57f16986-8456-4a1b-87b4-bd3ab4cbd79c,AK_blue_39-44
1b2a2831-5283-45dc-b841-7a9bee54554f,AK_blue_42-47
ca349481-0981-4eee-9cd2-2a3d336bf063,AK_blue_45-50
e370da50-b440-44b7-80ee-b561d2543482,AK_blue_48-53
fcd57525-142e-463f-ab9e-b24591d4fb61,AK_blue_51-56
67cae236-24a2-4882-92ea-ed1650a12d39,AK_blue_54-59
e36fd318-1034-49fd-a4d6-c81fbc7571a3,AK_blue_57-62
2a3cfbf9-a695-4b55-9a0c-28f7bacfb400,AK_blue_60-65
d2813d03-a4e7-48ec-b2ec-bad4b6237dc7,AK_blue_63-68
019a834d-591e-431c-b7b1-620c292c1798,AK_green_18-23
004e80e4-2fb8-4b8f-ba35-374a6f761bb1,AK_green_21-26
fbef5bbf-35b5-49a6-8615-08ce819c0fb2,AK_green_24-29
b79c236b-9291-4029-a7c8-31a966221f11,AK_green_27-32
56cb5c67-f926-41d4-b3e2-8399fed818f6,AK_green_30-35
2623e30e-754a-4a67-ba4e-7fef48b67efc,AK_green_33-38
25986f14-0fff-4ab7-be91-a3e59ede53b7,AK_green_36-41
ff6dff37-2dc8-4312-8094-cac7fc93a6b9,AK_green_39-44
d0be2028-ca03-4501-adc3-5d9bf02236f4,AK_green_42-47
f2f0b761-00ff-499c-aaef-6bd4048f4691,AK_green_45-50
0cd401bc-3171-4246-9581-1e183b04012e,AK_green_48-53
53b9c7d8-a3a8-40e8-807c-ee36458400bd,AK_green_51-56
1d626600-5017-41a5-ab4a-192ad261e13b,AK_green_54-59
e4c7a5a6-e7cb-4f81-9b95-44c767990a21,AK_green_57-62
75664a66-7822-4862-b896-98931559aa5e,AK_green_60-65
f48efd49-c7ee-4ad8-affb-4e4d5cfb51b7,AK_green_63-68
e49a240d-2609-47a6-911a-cd933a6fe8fd,AK_black_18-23
323818fc-2c71-4f81-a359-62555325bfe9,AK_black_21-26
02e82cbe-42b4-4aba-bc34-7f6ee090eff7,AK_black_24-29
8eec4718-4e7a-44f8-ad7e-e1c67377f2e4,AK_black_27-32
bcc925c5-ba2f-4719-9402-69126c596322,AK_black_30-35
924d0cc4-92f7-41c3-ad43-03a7a232d633,AK_black_33-38
2de6eca5-db7c-40a4-9fcb-74295ed7a81a,AK_black_36-41
2151f035-4006-4426-befa-87cbe24f3f1d,AK_black_39-44
17a67bce-a05d-4a32-a1e0-009ee24a3f4b,AK_black_42-47
dfc4fa27-2432-474b-8c2c-70c753a9a5b6,AK_black_45-50
1ce16d61-9043-4b5a-8ea1-5a20693e4ed6,AK_black_48-53
b89b8b60-cf5c-4d31-b3ad-fe8514035e91,AK_black_51-56
ac46200f-2b1c-4ac9-86ef-bc276c16a4a7,AK_black_54-59
5b166f53-110c-4c33-971e-662eb7204228,AK_black_57-62
403b0bce-b9f6-4c77-9d67-799c4579ca72,AK_black_60-65
00c3a548-8f91-4e3a-b338-82f3c859adf9,AK_black_63-68
d147b3ab-3327-455d-b28d-a388cae73f53,AK_white_18-23
eb73aa3f-fdf3-44f8-a3da-7f65d0eac7b9,AK_white_21-26
5dcfcff1-dac0-4ea0-b954-44e8601c69ac,AK_white_24-29
7a3395ff-a5c7-4e93-a81d-08db176f5340,AK_white_27-32
763b3283-8e81-45f6-a336-b781b647148b,AK_white_30-35
10b2b520-2952-4e4e-bbc6-7a949aad9543,AK_white_33-38
5e41d44f-6cf3-44d9-90f4-a21f23fbe0ea,AK_white_36-41
7b0dbcde-407c-4e58-a26f-916071ab833f,AK_white_39-44
7c4114d8-2b4e-4fc5-a498-8b2fc7372091,AK_white_42-47
6df717d3-0b55-42ba-830d-5ef726d65d4c,AK_white_45-50
2002f965-f003-4963-b86e-d2f89c0ed4d7,AK_white_48-53
841422d6-a56a-4ce5-bf43-ed9958f7cd17,AK_white_51-56
051e1c73-43b6-401a-b877-718060486c64,AK_white_54-59
20cde4ef-f261-4490-9e36-7018e482f1f7,AK_white_57-62
501be4df-a246-42e1-864e-dc48174ebe97,AK_white_60-65
dbcdf463-dcc6-45a7-8787-7d2c37db4ee1,AK_white_63-68
dbe8bed0-2464-4d01-8b11-0468dbe75375,AK_brown_18-23
49f94794-3a49-4a77-9efc-502bb1dafffc,AK_brown_21-26
7f8789a9-89b7-4ed6-9593-74eb73d01758,AK_brown_24-29
221ed231-1770-458c-9827-231fb60290a5,AK_brown_27-32
a70e8a54-2054-45bc-bb08-f7b8010d6e94,AK_brown_30-35
d7d4477a-7499-4b40-94ba-c41d3293d6a7,AK_brown_33-38
0bb1abf7-3f4c-48a4-a419-df9c2975af02,AK_brown_36-41
79926a4f-988d-47d6-9039-ccfaa9bb3fd7,AK_brown_39-44
85005ef5-75b1-470c-996b-ab550736294d,AK_brown_42-47
be9fa7e3-b921-46df-92a5-32848ead142d,AK_brown_45-50
ee41f519-538f-44a4-b8c4-0e42f4fb74f0,AK_brown_48-53
37d26aab-b9d6-4141-9f7f-3490e5ca88fc,AK_brown_51-56
53e582b6-74e0-4924-b8bd-0f88df49950d,AK_brown_54-59
b26dbd01-edeb-4956-81ce-119748a978a7,AK_brown_57-62
ff503bb0-8345-41dc-84ea-262dad978377,AK_brown_60-65
ceb3d9b7-38e4-4e69-93cf-a6c4d03d06ac,AK_brown_63-68
c1555a1a-9255-4f95-ac45-06a48fdb15ca,AK_purple_18-23
e383a3cc-5317-4aa4-ad5f-c4ec2629922c,AK_purple_21-26
efc980d8-174c-4748-a3b5-5cfe50f07ada,AK_purple_24-29
8a5d766b-4db9-421f-af4f-e0ba37d92baf,AK_purple_27-32
cbe18dc6-5265-4e67-a64f-f3f95ce092d0,AK_purple_30-35
2bf428aa-bb50-472c-ad95-b731f57d05ba,AK_purple_33-38
538aebf4-79bf-488c-8316-0cb79e3ae4a4,AK_purple_36-41
a3e98058-3390-4f86-8ccf-c54e114ea575,AK_purple_39-44
efcc4539-2ed7-49d8-8a44-637db472af8c,AK_purple_42-47
971f2abb-7f89-484c-969c-239729de39d0,AK_purple_45-50
c57c60ba-be77-4fa2-8e2c-c0df598caebf,AK_purple_48-53
25f25ec7-d1f4-4b61-9949-906026aeebd0,AK_purple_51-56
ce351729-eff2-4725-80e2-5132b2bb6ce7,AK_purple_54-59
e04d4a10-5ab6-427e-a833-2f6012f5a1e7,AK_purple_57-62
a40d9fa0-0e77-4311-9e83-60c09a3dd2db,AK_purple_60-65
7ea97f52-df63-420e-a310-c81cbbe7d4bf,AK_purple_63-68
b888d3f8-c330-474b-9392-19717c3e6a73,AK_pink_18-23
5948b5e2-b6c7-4e9e-b52c-0089bfb0676c,AK_pink_21-26
1eef398a-6538-4097-83b8-c255e9f26ed1,AK_pink_24-29
a28d7189-86fa-4a26-a5e3-7aba7aed2827,AK_pink_27-32
e0b0cd19-ec6f-43a8-b791-3c56a2896e81,AK_pink_30-35
473a20fe-a35e-4bd3-9beb-4c28a7826a25,AK_pink_33-38
848eb503-9d3a-4979-8c39-9efeaa1b465c,AK_pink_36-41
eaa08aed-9318-4b71-9efe-f62e1a60660b,AK_pink_39-44
a722b2ff-200c-43a8-a8a0-7e24b0b18ab9,AK_pink_42-47
01242c02-0b9d-4227-869b-ab5e822b386e,AK_pink_45-50
63b00b60-d4aa-431f-865e-5907238bdf41,AK_pink_48-53
f06e9007-7926-4920-90c4-dd99696f1bc6,AK_pink_51-56
18e87b31-647f-4dda-8e53-b915f9bdafc1,AK_pink_54-59
10d99383-0038-4419-9099-43f70ef101d2,AK_pink_57-62
2b34e4e5-dd7a-49de-ae1c-2f7a246ba077,AK_pink_60-65
4c2deaaf-423b-47d9-b3d8-69daf07b9fc0,AK_pink_63-68
e7089904-8cfd-49c5-93e8-19df322c3c06,AK_orange_18-23
9658fe9f-5477-48dc-9dea-62e925d2b653,AK_orange_21-26
f06ffc72-3d18-4324-b2f4-cddfe574fba8,AK_orange_24-29
a5d443dd-1c89-4d30-bf59-a439ab6d0f60,AK_orange_27-32
16444f84-b9a4-4f75-93f6-e0bcb8aac779,AK_orange_30-35
201f8994-abe5-4ea0-a6eb-3f6910fb3877,AK_orange_33-38
8c6528e1-1f41-4291-b6a3-cd37297da335,AK_orange_36-41
a8c5bb34-497f-4ce8-8467-bb62efec2a37,AK_orange_39-44
cd74d8c7-717c-41c5-b0dd-7efb65cc77f0,AK_orange_42-47
2bee1f2e-ea4c-40f7-9c57-767c7a4132af,AK_orange_45-50
01fe6a65-103b-4a1c-9c36-d1c450fbf709,AK_orange_48-53
e99cea26-aaa7-44e5-aa88-6b668ca74079,AK_orange_51-56
3e41177b-9faa-4116-ae60-47e87a7f8310,AK_orange_54-59
4f386de3-4d9e-459f-a7ab-e544737b2d5c,AK_orange_57-62
46babe1b-60fc-4781-9b33-c36cb4876b7c,AK_orange_60-65
42485fd5-3778-483d-addc-ec8434ad1bea,AK_orange_63-68
1c8a3196-d622-48ce-b688-8af57eabf124,AZ_red_18-23
6be9aad7-981a-4b85-aeaf-f7070e4a91e3,AZ_red_21-26
b2336595-a975-4c96-afba-9196c903987d,AZ_red_24-29
d6eb51fa-ec88-4496-a116-8fd00127c990,AZ_red_27-32
a7c7437f-1ee5-4f28-b656-45cb5a4221d3,AZ_red_30-35
3cbfdcfb-c7ca-441a-9178-a3eab4d47098,AZ_red_33-38
06455827-187c-45d4-92c7-e624c76a0526,AZ_red_36-41
307db27c-d82a-4567-b393-68dbf2826aa6,AZ_red_39-44
948cce82-b175-4437-a204-158d9ed6c487,AZ_red_42-47
5cefa326-7f24-48ef-8f60-58cd06df2716,AZ_red_45-50
5f08e7ae-97de-487f-b6b2-b5c3062c02fd,AZ_red_48-53
1868414a-de18-4d2d-a6bb-8c1d9f41e450,AZ_red_51-56
57bc0a05-1a05-4038-9cc2-b3b6d01487cc,AZ_red_54-59
7b82e720-f311-46c5-be2d-8480b9d7c3da,AZ_red_57-62
fcba7e6e-af53-4108-a558-0853c917b52a,AZ_red_60-65
19c1beb2-d2cf-424b-85a4-4a610509c50c,AZ_red_63-68
4a5111fe-d6d4-469f-818f-972c75563ab6,AZ_blue_18-23
c5fcccea-2af8-411b-b6cc-1c2b2d42ce60,AZ_blue_21-26
fc3c1993-1532-42e9-bbaa-6d8babd97510,AZ_blue_24-29
b4d23dbf-98fe-4d25-87d5-bd7c5c2a12f6,AZ_blue_27-32
9740d650-ca30-4dcd-b1e0-7c424c6185cb,AZ_blue_30-35
e7b6517a-c3e1-41cf-9444-96b863707f01,AZ_blue_33-38
f8b37471-24ca-4941-89ee-d765f1054e7d,AZ_blue_36-41
67cde3e0-4f9c-4e8d-af8f-5da4b32d9135,AZ_blue_39-44
1b3c7010-9228-431e-9fcb-5416e7065196,AZ_blue_42-47
60e76417-5231-4120-a4ce-d14babdcc052,AZ_blue_45-50
e79ecb20-bc14-4c73-9dfb-a71f4c1ae3c0,AZ_blue_48-53
9a50d181-95d4-414c-9d05-8729a48b622f,AZ_blue_51-56
c919db55-ffb2-4fce-a816-c0ad5dd45a2d,AZ_blue_54-59
37b968ad-6afd-491b-9c4c-df8b2d1b4b2b,AZ_blue_57-62
224985cf-a756-426b-87cf-aa360b9a13b0,AZ_blue_60-65
9dd6a52d-1027-4c74-8b16-63ef32699795,AZ_blue_63-68
3f808768-7fae-4718-9410-08b92338e6e4,AZ_green_18-23
71f349c2-e6c2-45c2-9062-7fe4fb0aee2c,AZ_green_21-26
b26a18de-6e32-4bbc-88e3-bc247aaecaa6,AZ_green_24-29
aaa61c2c-6f2e-4911-90dc-daf0c0f8cf70,AZ_green_27-32
835d6cf1-194c-4360-864b-9250d1748eb8,AZ_green_30-35
e6fdb8e5-4b33-41d9-a147-9726533be9e2,AZ_green_33-38
3e339bfd-4edb-4e59-b456-f1a95a23c98e,AZ_green_36-41
a5726833-fcbc-4127-9a5d-43efa483df87,AZ_green_39-44
063f5557-dd52-4517-947e-8c439979db4a,AZ_green_42-47
e3bff961-543a-4a9a-a330-3f58bdc958cc,AZ_green_45-50
1d93499a-4e68-4e75-bdb6-15ea6ac1abdb,AZ_green_48-53
1660f1ad-9d3d-4300-b301-c0763f57d079,AZ_green_51-56
394e7d1f-c4bf-4322-bbe1-f1c6b9bccfce,AZ_green_54-59
a9d16164-45a0-4510-be00-c9ee753bdc39,AZ_green_57-62
7a8fca11-a127-4e58-a3a6-5375c06ed1bd,AZ_green_60-65
6a48a817-4c5c-4781-81a7-0056c8b7c641,AZ_green_63-68
a48c54f6-ab40-4d77-9329-7576fa3b7626,AZ_black_18-23
2e82663e-c824-439e-a198-522a665cb5f9,AZ_black_21-26
22004be9-5286-49ce-abe8-aa934e4954a2,AZ_black_24-29
32d204b6-45d9-453c-afe4-6ad9de0ee2f3,AZ_black_27-32
54612c51-0344-4363-8065-222166abb419,AZ_black_30-35
eca64b67-d444-4bf4-93cd-0eccddf91830,AZ_black_33-38
d173c776-5dd3-4baf-a584-4cfb129e66c9,AZ_black_36-41
b1dc7d31-bd9d-47eb-af55-d5935acaa778,AZ_black_39-44
02c243c5-5e22-48cf-8139-bb8022586c0e,AZ_black_42-47
637a3db3-a2b0-4d55-bf40-da42a8ddd7c7,AZ_black_45-50
d403ba48-998b-4de4-807c-d2bbc491d46b,AZ_black_48-53
81c029d5-7172-4eef-9fb1-f9f4c9c4a0e8,AZ_black_51-56
23028216-8ee2-4dd7-b2d7-8be38e41936e,AZ_black_54-59
c1e6a7af-5ae7-4c54-8b1c-9770b4fd6d9e,AZ_black_57-62
93b6df29-1431-4149-927b-68413780bca4,AZ_black_60-65
a9512e1f-180e-4ec9-acc8-a38e955bbd4b,AZ_black_63-68
e8d79490-49ea-4ed6-9c78-db5aabb80a2a,AZ_white_18-23
ae136c69-29e2-4599-a55e-5ec19e79b8a9,AZ_white_21-26
ff7e58c8-7f6a-45ff-b70f-c78591ac8632,AZ_white_24-29
98f56e7a-50ef-415f-8daf-db11afbbcc82,AZ_white_27-32
7342e865-04a2-477e-aabe-5b2a299a01f9,AZ_white_30-35
f9ce295e-f2d7-4443-b4e4-3da8e71bb0bd,AZ_white_33-38
d2e8dd18-98bd-46e7-bc17-dced7587919e,AZ_white_36-41
2ee77245-a73f-41bc-8692-fa8ce9034de3,AZ_white_39-44
8ceee1ff-80b5-4f7e-9e2f-7d9ca66d1eee,AZ_white_42-47
27c4343b-75f8-419d-8915-4b145df11b01,AZ_white_45-50
5c773ddf-433e-45c3-b59e-6a21c1fc63a6,AZ_white_48-53
852585fd-e106-4da4-b6c8-5b05def02ebb,AZ_white_51-56
fea678fd-f032-4d20-ab57-e7852543f1be,AZ_white_54-59
c91b629a-9b00-48c7-8caf-475d30fc9d1c,AZ_white_57-62
fc7b7e5e-dee5-46c8-bd7b-2bc2308ae6c5,AZ_white_60-65
211b8c06-44a0-409c-a9de-e5acfc255a9c,AZ_white_63-68
bd480ff4-3404-4c70-a21f-c18ff1d3ddfd,AZ_brown_18-23
56df16de-7753-48af-9d10-d9c60fbd4535,AZ_brown_21-26
077668fe-2fcb-49a2-9233-c62ca65010b3,AZ_brown_24-29
e63cf757-88ed-4a51-ab40-13f8e88e5d7e,AZ_brown_27-32
b0106f14-8f2a-4f6c-8cd4-0d7946eddbb1,AZ_brown_30-35
b75a16e6-0b35-42b1-8713-eeabe07a6a4e,AZ_brown_33-38
12539186-7a80-449b-81f8-38cb0742338b,AZ_brown_36-41
5749ea8b-f1b2-4552-8075-6f0f03877122,AZ_brown_39-44
8b5c5b24-3aa2-49e4-afb1-fe3986353bc0,AZ_brown_42-47
